"orgUnit","period","csb","net_p2","wealth_index","imp_water","imp_latrine","edu_prim","rotavirus","kitchen_outside","reimbursement","staff_support","chw_support","month_since_llin","build_density","twi_rice","elevation","stream_dist","csb_dist","fete_nationale","winter_season","summer_season","csb_type"
"pczrAub8lnt","201501","CSB2 ANTSINDRA",0.356428565015745,2.75802341599605,0.0528844937653459,0.713844565191727,0.625411708149827,0.0514927275469448,0.0831072832954512,0,0,0,29,14,8.82791155452434,391.877661490839,470.713580074275,8796.54727794204,0,0,1,"CSB2"
"EE6WwIMgQ0F","201501","CSB2 FASINTSARA",0.424524937295812,3.42819126000887,0.0250454719607026,0.52312760076586,0.692536370144604,0.050096319806307,0.106208911702431,0,0,0,29,32.375,8.98867244027816,648.014800191517,353.861601916157,5279.10941020074,0,0,1,"CSB2"
"M38BJM8ju1A","201501","CSB1 AMBODIARA SUD",0.408703422034879,2.99066934408871,0.0270560406358776,0.397494196298314,0.630978916122842,0.0483404579480354,0.0930061922070412,0,0,0,29,45.25,8.69055130650909,619.150355251558,281.241392005096,4887.54131714281,0,0,1,"CSB1"
"O1wNJut8eci","201501","CSB2 IFANADIANA",0.38121192496713,3.67731454212539,0.331374504659629,0.677740123658134,0.847707651203989,0.0522488838559257,0.258299346650571,0,0,0,29,10.8888888888889,8.86196997304004,459.684711710178,447.38084265739,5926.91473917878,0,0,1,"CSB2"
"RRe6ic0AU1Z","201501","CSB2 KELILALINA",0.379475306498378,3.37942889494131,0.216895665850909,0.612567346841426,0.827476537859016,0.0541536849142357,0.208657269826422,0,0,0,29,33.25,8.7547628729086,569.678644514402,512.965888713958,6426.76732658677,0,0,1,"CSB2"
"QHPyq70qulM","201501","CSB1 AMBALAVOLO",0.363389955338118,3.01257912940628,0.0299234239111728,0.307558207568456,0.685227280703107,0.0520942373267826,0.159700482973023,0,0,0,29,39.8,8.80046357133949,387.811149616073,326.801746824385,6208.96611513214,0,0,1,"CSB1"
"ZPvH8UsgwYv","201501","CSB2 MAROHARATRA",0.408703531549808,3.12416761146174,0.0569171764481333,0.320947583110503,0.691702082360192,0.0522399581236487,0.110937826428794,0,0,0,29,36.0357142857143,8.93819737213145,551.261999124125,347.610053134285,7136.5735855492,0,0,1,"CSB2"
"DDR2w1c1GyE","201501","CSB2 MAROTOKO",0.306877285021714,1.82934917118633,0.0496399605862111,0.18335808605656,0.649834184568391,0.043159543468682,0.166823523078147,0,0,0,29,10.3,8.73714252953916,255.495864798308,423.229723936897,9714.53013076759,0,0,1,"CSB2"
"r4U7PhBKR7S","201501","CSB2 RANOMAFANA",0.401565221584059,3.88656994752647,0.373021543991188,0.588744237196718,0.872214962659447,0.0527487970983068,0.277064543540255,0,0,0,29,31.25,8.86347419124383,632.370559262361,472.110907572553,7389.72545730893,0,0,1,"CSB2"
"uWoBok9YyvB","201501","CSB2 TSARATANANA",0.368078210429925,2.79544127782836,0.0721031460597617,0.639003370303841,0.709512346174996,0.0480084575513818,0.15809797887303,0,0,0,29,13.1470588235294,8.76556745581118,390.711046817702,433.095614233824,10078.5189781723,0,0,1,"CSB2"
"Pi2y9HFBDRj","201501","CSB1 ANALAMARINA",0.374138922983466,2.68204884118067,0.0383015758561382,0.669909518195557,0.651858255918939,0.0455263128559467,0.0972608986093901,0,0,0,29,7.83333333333333,8.81905693913841,505.131171699929,691.130057109938,7034.49898405298,0,0,1,"CSB1"
"FGM6Ric1YnC","201502","CSB2 AMBIABE",0.358412279620907,2.43402378082079,0.115399745783783,0.413848713271873,0.685291583115034,0.0482556654492486,0.158209357251455,0,0,0,30,6.66666666666667,8.62781498539158,478.633838667893,479.754699976328,7614.98976959998,0,0,1,"CSB2"
"mBZLeZ7Irx6","201502","CSB2 AMBOHIMANGA DU SUD",0.370282757164276,3.22904912898801,0.0512935062184019,0.663870856309218,0.716516539206946,0.0463158874798954,0.136814817452812,0,0,0,30,15.5833333333333,8.91865938259513,604.497957019039,716.922308574769,6791.06458073887,0,0,1,"CSB2"
"WCqkkkKNJEi","201502","CSB1 AMBODIMANGA NORD",0.388413017843151,3.36358350839247,0.0221142224291245,0.546243563777104,0.781304978202027,0.0468022887543335,0.140281026786507,0,0,0,30,41.8,8.76458322412341,633.140762339765,842.527681989319,4690.9316352139,0,0,1,"CSB1"
"YCvVB1VwWi0","201502","CSB1 MAROMANANA",0.358567848279957,3.03720431045053,0.0506235331452654,0.582225731413143,0.67085631946166,0.0466814666064735,0.132228094688626,0,0,0,30,23.8333333333333,8.66868091498134,660.492688197135,488.269052494937,6847.86395484976,0,0,1,"CSB1"
"D9UWDj19ljP","201502","CSB2 AMBOHIMIERA",0.35334676397888,2.68956661367501,0.0636106259130311,0.48166015251948,0.659672977555334,0.0461373541006392,0.121704996021582,0,0,0,30,17.1,8.87465936304293,698.679298569867,478.925876921912,8729.68057341825,0,0,1,"CSB2"
"U1YeJp3NDNV","201502","CSB2 AMPASINAMBO",0.424846691370057,3.43546418305394,0.0153004814689441,0.643133313460258,0.778137534141167,0.0477105384109543,0.079349016993239,0,0,0,30,17.0625,8.92575938484654,730.761661338889,203.822223446096,8342.15659201675,0,0,1,"CSB2"
"hXuxS0MOq3b","201502","CSB2 ANALAMPASINA",0.361831314765845,3.50372652109715,0.047202887769559,0.671253016343452,0.749711609386982,0.0443915424675987,0.142193427897861,0,0,0,30,24.6666666666667,8.98905143231129,662.37689392944,605.13203730064,5453.02643937896,0,0,1,"CSB2"
"z6kDxHwInUT","201502","CSB2 ANDRORANGAVOLA",0.337818043105003,2.10246948809091,0.0737007219331667,0.268810110852999,0.649660118519298,0.0472945420713612,0.152407209547601,0,0,0,30,6.79166666666667,8.86363732219183,327.984808628016,319.09124899632,7779.9593422556,0,0,1,"CSB2"
"h0z1bKoHDrU","201502","CSB1 MAHASOA",0.355531406794284,2.11318227724638,0.110996348829475,0.166169123941105,0.7046935102069,0.0473414339762905,0.137043214145046,0,0,0,30,6.5,8.36080299441302,224.054043264245,408.092945672335,4027.49597247663,0,0,1,"CSB1"
